#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AKT3	GNG4	9606.ENSP00000263826	9606.ENSP00000375727	0	0	0	0	0.062	0.056	0.650	0.142	0.698
AKT3	GNB1	9606.ENSP00000263826	9606.ENSP00000481878	0	0	0	0	0.072	0.060	0.650	0.128	0.698
AKT3	GNB2	9606.ENSP00000263826	9606.ENSP00000305260	0	0	0	0	0.072	0.060	0.650	0.138	0.701
AKT3	MAPK11	9606.ENSP00000263826	9606.ENSP00000333685	0	0	0.335	0.621	0.065	0.148	0.600	0.459	0.744
AKT3	PPP2R1B	9606.ENSP00000263826	9606.ENSP00000311344	0	0	0	0	0.064	0	0.900	0.107	0.909
AKT3	PPP2R1A	9606.ENSP00000263826	9606.ENSP00000324804	0	0	0	0	0.089	0	0.900	0.351	0.935
AKT3	CREB1	9606.ENSP00000263826	9606.ENSP00000387699	0	0	0	0	0.064	0	0.900	0.390	0.937
AKT3	PPP2R5E	9606.ENSP00000263826	9606.ENSP00000337641	0	0	0	0	0.064	0.347	0.900	0.139	0.940
AKT3	PPP2R5C	9606.ENSP00000263826	9606.ENSP00000412324	0	0	0	0	0.064	0.347	0.900	0.182	0.943
AKT3	PPP2CA	9606.ENSP00000263826	9606.ENSP00000418447	0	0	0	0	0.065	0.369	0.900	0.167	0.944
AKT3	PPP2R5D	9606.ENSP00000263826	9606.ENSP00000417963	0	0	0	0	0.064	0.347	0.900	0.191	0.944
AKT3	GSK3B	9606.ENSP00000263826	9606.ENSP00000324806	0	0	0.222	0.585	0	0.563	0.900	0.524	0.966
ARNTL	CREB3L3	9606.ENSP00000384517	9606.ENSP00000078445	0	0	0	0	0	0	0	0.430	0.430
ARNTL	FOS	9606.ENSP00000384517	9606.ENSP00000306245	0	0	0	0	0	0.119	0	0.486	0.528
ARNTL	CLOCK	9606.ENSP00000384517	9606.ENSP00000308741	0	0	0	0.649	0.065	0.998	0.900	0.996	0.999
ARNTL	GSK3B	9606.ENSP00000384517	9606.ENSP00000324806	0	0	0	0	0	0	0	0.622	0.623
ARNTL	PPP1CA	9606.ENSP00000384517	9606.ENSP00000326031	0	0	0	0	0	0.827	0	0.095	0.837
ARNTL	PRKCA	9606.ENSP00000384517	9606.ENSP00000408695	0	0	0	0	0	0.078	0	0.486	0.505
ARNTL	CREB1	9606.ENSP00000384517	9606.ENSP00000387699	0	0	0	0	0	0	0	0.530	0.530
ARRB1	PPP2R5B	9606.ENSP00000409581	9606.ENSP00000164133	0	0	0	0	0	0	0.800	0.081	0.808
ARRB1	DRD4	9606.ENSP00000409581	9606.ENSP00000176183	0	0	0	0	0	0.370	0	0.217	0.486
ARRB1	PPP2CB	9606.ENSP00000409581	9606.ENSP00000221138	0	0	0	0	0	0.132	0.800	0.055	0.821
ARRB1	MAPK14	9606.ENSP00000409581	9606.ENSP00000229795	0	0	0	0	0	0.326	0	0.244	0.469
ARRB1	GNGT1	9606.ENSP00000409581	9606.ENSP00000248572	0	0	0	0	0.062	0	0.900	0.088	0.906
ARRB1	PPP2R5A	9606.ENSP00000409581	9606.ENSP00000261461	0	0	0	0	0	0	0.800	0	0.800
ARRB1	PPP2R3C	9606.ENSP00000409581	9606.ENSP00000261475	0	0	0	0	0	0	0.800	0	0.800
ARRB1	GNAO1	9606.ENSP00000409581	9606.ENSP00000262494	0	0	0	0	0.062	0.060	0	0.415	0.439
ARRB1	PPP2R3A	9606.ENSP00000409581	9606.ENSP00000264977	0	0	0	0	0	0	0.800	0	0.800
ARRB1	GNAQ	9606.ENSP00000409581	9606.ENSP00000286548	0	0	0	0	0.069	0.320	0	0.726	0.812
ARRB1	PPP2R1B	9606.ENSP00000409581	9606.ENSP00000311344	0	0	0	0	0	0	0.800	0.077	0.807
ARRB1	PPP2R1A	9606.ENSP00000409581	9606.ENSP00000324804	0	0	0	0	0	0	0.900	0.116	0.907
ARRB1	GSK3B	9606.ENSP00000409581	9606.ENSP00000324806	0	0	0	0	0	0.296	0	0.207	0.418
ARRB1	PPP2R2A	9606.ENSP00000409581	9606.ENSP00000325074	0	0	0	0	0	0.111	0.800	0.066	0.819
ARRB1	GNG2	9606.ENSP00000409581	9606.ENSP00000334448	0	0	0	0	0.062	0.270	0	0.322	0.495
ARRB1	PPP2R2C	9606.ENSP00000409581	9606.ENSP00000335083	0	0	0	0	0.062	0.105	0.800	0	0.817
ARRB1	PPP2R5E	9606.ENSP00000409581	9606.ENSP00000337641	0	0	0	0	0	0	0.800	0	0.800
ARRB1	GNAI1	9606.ENSP00000409581	9606.ENSP00000343027	0	0	0	0	0.053	0.060	0	0.448	0.466
ARRB1	MAPK10	9606.ENSP00000409581	9606.ENSP00000352157	0	0	0	0	0.062	0.630	0	0.756	0.908
ARRB1	DRD2	9606.ENSP00000409581	9606.ENSP00000354859	0	0	0	0	0.062	0.173	0.600	0.556	0.843
ARRB1	GNAS	9606.ENSP00000409581	9606.ENSP00000360141	0	0	0	0	0.053	0.318	0.900	0.570	0.968
ARRB1	PPP2R3B	9606.ENSP00000409581	9606.ENSP00000375080	0	0	0	0	0	0	0.800	0	0.800
ARRB1	PPP2R2B	9606.ENSP00000409581	9606.ENSP00000377936	0	0	0	0	0.052	0.148	0.800	0	0.824
ARRB1	PPP1CB	9606.ENSP00000409581	9606.ENSP00000378769	0	0	0	0	0	0.066	0	0.467	0.482
ARRB1	CREB1	9606.ENSP00000409581	9606.ENSP00000387699	0	0	0	0	0.062	0	0	0.715	0.721
ARRB1	MAPK9	9606.ENSP00000409581	9606.ENSP00000394560	0	0	0	0	0.062	0.433	0	0.152	0.510
ARRB1	PPP2R2D	9606.ENSP00000409581	9606.ENSP00000399970	0	0	0	0	0	0.111	0.800	0	0.814
ARRB1	ARRB2	9606.ENSP00000409581	9606.ENSP00000403701	0	0	0	0.976	0.062	0.683	0.900	0.918	0.968
ARRB1	PPP2R5C	9606.ENSP00000409581	9606.ENSP00000412324	0	0	0	0	0	0	0.800	0	0.800
ARRB1	PPP2R5D	9606.ENSP00000409581	9606.ENSP00000417963	0	0	0	0	0	0	0.800	0	0.800
ARRB1	PPP2CA	9606.ENSP00000409581	9606.ENSP00000418447	0	0	0	0	0	0.132	0.900	0.122	0.917
ARRB1	GNB1	9606.ENSP00000409581	9606.ENSP00000481878	0	0	0	0	0.066	0.270	0.900	0.210	0.938
ARRB2	PPP2R5B	9606.ENSP00000403701	9606.ENSP00000164133	0	0	0	0	0	0	0.800	0	0.800
ARRB2	DRD4	9606.ENSP00000403701	9606.ENSP00000176183	0	0	0	0	0	0.556	0	0.322	0.686
ARRB2	PPP2CB	9606.ENSP00000403701	9606.ENSP00000221138	0	0	0	0	0	0.161	0.800	0.058	0.828
ARRB2	MAPK14	9606.ENSP00000403701	9606.ENSP00000229795	0	0	0	0	0	0.115	0.900	0.254	0.928
ARRB2	PPP2R5A	9606.ENSP00000403701	9606.ENSP00000261461	0	0	0	0	0	0	0.800	0	0.800
ARRB2	PPP2R3C	9606.ENSP00000403701	9606.ENSP00000261475	0	0	0	0	0	0	0.800	0	0.800
ARRB2	GNAO1	9606.ENSP00000403701	9606.ENSP00000262494	0	0	0	0	0.053	0.060	0	0.454	0.471
ARRB2	PPP2R3A	9606.ENSP00000403701	9606.ENSP00000264977	0	0	0	0	0	0	0.800	0	0.800
ARRB2	GNAQ	9606.ENSP00000403701	9606.ENSP00000286548	0	0	0	0	0.053	0.062	0.900	0.678	0.967
ARRB2	KCNJ3	9606.ENSP00000403701	9606.ENSP00000295101	0	0	0	0	0	0	0	0.513	0.513
ARRB2	PRKCB	9606.ENSP00000403701	9606.ENSP00000305355	0	0	0	0	0.096	0.486	0	0.099	0.544
ARRB2	PPP2R1B	9606.ENSP00000403701	9606.ENSP00000311344	0	0	0	0	0.049	0	0.800	0.147	0.823
ARRB2	PPP2R1A	9606.ENSP00000403701	9606.ENSP00000324804	0	0	0	0	0.051	0	0.900	0.256	0.923
ARRB2	GSK3B	9606.ENSP00000403701	9606.ENSP00000324806	0	0	0	0	0	0.182	0	0.511	0.583
ARRB2	PPP2R2A	9606.ENSP00000403701	9606.ENSP00000325074	0	0	0	0	0	0.111	0.800	0	0.814
ARRB2	PPP2R2C	9606.ENSP00000403701	9606.ENSP00000335083	0	0	0	0	0	0.105	0.800	0	0.813
ARRB2	PPP2R5E	9606.ENSP00000403701	9606.ENSP00000337641	0	0	0	0	0	0	0.800	0	0.800
ARRB2	MAPK10	9606.ENSP00000403701	9606.ENSP00000352157	0	0	0	0	0.062	0.674	0	0.988	0.996
ARRB2	CACNA1A	9606.ENSP00000403701	9606.ENSP00000353362	0	0	0	0	0	0	0	0.544	0.544
ARRB2	DRD2	9606.ENSP00000403701	9606.ENSP00000354859	0	0	0	0	0	0.714	0.600	0.988	0.998
ARRB2	GNAS	9606.ENSP00000403701	9606.ENSP00000360141	0	0	0	0	0.053	0.060	0	0.486	0.503
ARRB2	DRD3	9606.ENSP00000403701	9606.ENSP00000373169	0	0	0	0	0.062	0.173	0	0.403	0.496
ARRB2	PPP2R3B	9606.ENSP00000403701	9606.ENSP00000375080	0	0	0	0	0	0	0.800	0	0.800
ARRB2	DRD1	9606.ENSP00000403701	9606.ENSP00000377353	0	0	0	0	0	0.173	0	0.399	0.481
ARRB2	PPP2R2B	9606.ENSP00000403701	9606.ENSP00000377936	0	0	0	0	0.062	0.182	0.800	0	0.833
ARRB2	CREB1	9606.ENSP00000403701	9606.ENSP00000387699	0	0	0	0	0.062	0	0	0.448	0.460
ARRB2	MAPK9	9606.ENSP00000403701	9606.ENSP00000394560	0	0	0	0	0.062	0.751	0	0.259	0.812
ARRB2	PPP2R2D	9606.ENSP00000403701	9606.ENSP00000399970	0	0	0	0	0	0.111	0.800	0	0.814
ARRB2	PPP2R5C	9606.ENSP00000403701	9606.ENSP00000412324	0	0	0	0	0	0	0.800	0	0.800
ARRB2	PPP2R5D	9606.ENSP00000403701	9606.ENSP00000417963	0	0	0	0	0	0	0.800	0	0.800
ARRB2	PPP2CA	9606.ENSP00000403701	9606.ENSP00000418447	0	0	0	0	0	0.161	0.900	0.127	0.920
ATF2	CREB3L3	9606.ENSP00000264110	9606.ENSP00000078445	0	0	0	0	0	0	0.800	0.103	0.813
ATF2	MAPK13	9606.ENSP00000264110	9606.ENSP00000211287	0	0	0	0	0	0.644	0.900	0.305	0.973
ATF2	MAPK12	9606.ENSP00000264110	9606.ENSP00000215659	0	0	0	0	0	0.369	0.900	0.471	0.963
ATF2	MAPK14	9606.ENSP00000264110	9606.ENSP00000229795	0	0	0	0	0	0.942	0.900	0.616	0.997
ATF2	PRKCG	9606.ENSP00000264110	9606.ENSP00000263431	0	0	0	0	0	0	0.600	0	0.600
ATF2	PRKCB	9606.ENSP00000264110	9606.ENSP00000305355	0	0	0	0	0	0	0.600	0.043	0.600
ATF2	PPP1CB	9606.ENSP00000264110	9606.ENSP00000378769	0	0	0	0	0.063	0.057	0.600	0	0.615
ATF2	PPP1CA	9606.ENSP00000264110	9606.ENSP00000326031	0	0	0	0	0.062	0.057	0.600	0.061	0.623
ATF2	CAMK2D	9606.ENSP00000264110	9606.ENSP00000339740	0	0	0	0	0.062	0	0.600	0.090	0.628
ATF2	CAMK2B	9606.ENSP00000264110	9606.ENSP00000379098	0	0	0	0	0.062	0	0.600	0.089	0.628
ATF2	CAMK2A	9606.ENSP00000264110	9606.ENSP00000381412	0	0	0	0	0.062	0	0.600	0.089	0.628
ATF2	PPP1CC	9606.ENSP00000264110	9606.ENSP00000341779	0	0	0	0	0.097	0.057	0.600	0	0.629
ATF2	PRKACG	9606.ENSP00000264110	9606.ENSP00000366488	0	0	0	0	0.062	0.213	0.600	0.142	0.712
ATF2	PRKACA	9606.ENSP00000264110	9606.ENSP00000309591	0	0	0	0	0.062	0.213	0.600	0.142	0.712
ATF2	PRKACB	9606.ENSP00000264110	9606.ENSP00000359719	0	0	0	0	0.063	0.213	0.600	0.142	0.713
ATF2	CREB3L1	9606.ENSP00000264110	9606.ENSP00000481956	0	0	0	0	0	0	0.800	0.075	0.807
ATF2	CREB3L2	9606.ENSP00000264110	9606.ENSP00000329140	0	0	0	0	0	0	0.800	0.090	0.810
ATF2	CREB3L4	9606.ENSP00000264110	9606.ENSP00000357596	0	0	0	0	0	0	0.800	0.206	0.834
ATF2	ATF6B	9606.ENSP00000264110	9606.ENSP00000364349	0	0	0	0	0	0	0.800	0.263	0.846
ATF2	ATF4	9606.ENSP00000264110	9606.ENSP00000336790	0	0	0	0	0	0.283	0.800	0.203	0.875
ATF2	CREB3	9606.ENSP00000264110	9606.ENSP00000342136	0	0	0	0	0	0	0.800	0.459	0.887
ATF2	PRKCA	9606.ENSP00000264110	9606.ENSP00000408695	0	0	0	0	0	0	0.900	0.162	0.912
ATF2	FOS	9606.ENSP00000264110	9606.ENSP00000306245	0	0	0	0.568	0	0.894	0.600	0.702	0.969
ATF2	CREB5	9606.ENSP00000264110	9606.ENSP00000350359	0	0	0	0.885	0	0.872	0.800	0.372	0.974
ATF2	MAPK10	9606.ENSP00000264110	9606.ENSP00000352157	0	0	0	0	0.062	0.595	0.900	0.560	0.981
ATF2	CREB1	9606.ENSP00000264110	9606.ENSP00000387699	0	0	0	0	0.063	0.272	0.900	0.889	0.991
ATF2	MAPK11	9606.ENSP00000264110	9606.ENSP00000333685	0	0	0	0	0	0.847	0.900	0.554	0.992
ATF2	MAPK9	9606.ENSP00000264110	9606.ENSP00000394560	0	0	0	0	0.062	0.898	0.900	0.556	0.995
ATF2	MAPK8	9606.ENSP00000264110	9606.ENSP00000378974	0	0	0	0	0.062	0.919	0.900	0.541	0.996
ATF4	CREB3L3	9606.ENSP00000336790	9606.ENSP00000078445	0	0	0	0	0	0	0.800	0.651	0.927
ATF4	PRKCG	9606.ENSP00000336790	9606.ENSP00000263431	0	0	0	0	0	0	0.600	0.055	0.605
ATF4	PRKCB	9606.ENSP00000336790	9606.ENSP00000305355	0	0	0	0	0	0	0.600	0.122	0.633
ATF4	FOS	9606.ENSP00000336790	9606.ENSP00000306245	0	0	0	0	0.062	0.837	0	0.396	0.899
ATF4	PRKACA	9606.ENSP00000336790	9606.ENSP00000309591	0	0	0	0	0	0	0.800	0	0.800
ATF4	GSK3B	9606.ENSP00000336790	9606.ENSP00000324806	0	0	0	0	0	0	0.800	0.242	0.842
ATF4	PPP1CA	9606.ENSP00000336790	9606.ENSP00000326031	0	0	0	0	0	0	0.600	0.159	0.649
ATF4	CREB3L2	9606.ENSP00000336790	9606.ENSP00000329140	0	0	0	0	0	0	0.800	0.325	0.859
ATF4	CAMK2D	9606.ENSP00000336790	9606.ENSP00000339740	0	0	0	0	0	0	0.600	0.058	0.607
ATF4	PPP1CB	9606.ENSP00000336790	9606.ENSP00000378769	0	0	0	0	0	0	0.600	0.060	0.607
ATF4	CAMK2A	9606.ENSP00000336790	9606.ENSP00000381412	0	0	0	0	0	0	0.600	0.070	0.612
ATF4	PRKCA	9606.ENSP00000336790	9606.ENSP00000408695	0	0	0	0	0	0	0.600	0.116	0.631
ATF4	CAMK2B	9606.ENSP00000336790	9606.ENSP00000379098	0	0	0	0	0	0	0.600	0.121	0.633
ATF4	PPP1CC	9606.ENSP00000336790	9606.ENSP00000341779	0	0	0	0	0.077	0	0.600	0.304	0.720
ATF4	PRKACG	9606.ENSP00000336790	9606.ENSP00000366488	0	0	0	0	0	0	0.800	0	0.800
ATF4	PRKACB	9606.ENSP00000336790	9606.ENSP00000359719	0	0	0	0	0	0	0.800	0	0.800
ATF4	CREB5	9606.ENSP00000336790	9606.ENSP00000350359	0	0	0	0	0	0.058	0.800	0.227	0.841
ATF4	CREB3L4	9606.ENSP00000336790	9606.ENSP00000357596	0	0	0	0	0	0	0.800	0.322	0.858
ATF4	ATF6B	9606.ENSP00000336790	9606.ENSP00000364349	0	0	0	0	0	0	0.800	0.340	0.862
ATF4	CREB3L1	9606.ENSP00000336790	9606.ENSP00000481956	0	0	0	0	0	0	0.800	0.370	0.868
ATF4	CREB1	9606.ENSP00000336790	9606.ENSP00000387699	0	0	0	0	0.049	0.182	0.800	0.538	0.918
ATF4	CREB3	9606.ENSP00000336790	9606.ENSP00000342136	0	0	0	0	0	0.271	0.800	0.495	0.920
ATF6B	CREB3L3	9606.ENSP00000364349	9606.ENSP00000078445	0	0	0	0.568	0.062	0	0.800	0.521	0.846
ATF6B	PRKCG	9606.ENSP00000364349	9606.ENSP00000263431	0	0	0	0	0	0	0.600	0	0.600
ATF6B	PRKCB	9606.ENSP00000364349	9606.ENSP00000305355	0	0	0	0	0	0	0.600	0	0.600
ATF6B	PRKACA	9606.ENSP00000364349	9606.ENSP00000309591	0	0	0	0	0	0	0.600	0.051	0.604
ATF6B	PPP1CA	9606.ENSP00000364349	9606.ENSP00000326031	0	0	0	0	0	0	0.600	0.063	0.609
ATF6B	CREB3L2	9606.ENSP00000364349	9606.ENSP00000329140	0	0	0	0.563	0	0	0.800	0.534	0.844
ATF6B	CAMK2D	9606.ENSP00000364349	9606.ENSP00000339740	0	0	0	0	0.085	0	0.600	0.055	0.623
ATF6B	PPP1CC	9606.ENSP00000364349	9606.ENSP00000341779	0	0	0	0	0	0	0.600	0.101	0.625
ATF6B	CREB3	9606.ENSP00000364349	9606.ENSP00000342136	0	0	0	0.571	0.062	0	0.800	0.428	0.838
ATF6B	CREB5	9606.ENSP00000364349	9606.ENSP00000350359	0	0	0	0	0	0	0.800	0.077	0.807
ATF6B	CREB3L4	9606.ENSP00000364349	9606.ENSP00000357596	0	0	0	0.576	0	0	0.800	0.388	0.830
ATF6B	PRKACB	9606.ENSP00000364349	9606.ENSP00000359719	0	0	0	0	0	0	0.600	0.080	0.616
ATF6B	PRKCA	9606.ENSP00000364349	9606.ENSP00000408695	0	0	0	0	0	0	0.600	0	0.600
ATF6B	PRKACG	9606.ENSP00000364349	9606.ENSP00000366488	0	0	0	0	0	0	0.600	0.051	0.604
ATF6B	PPP1CB	9606.ENSP00000364349	9606.ENSP00000378769	0	0	0	0	0	0	0.600	0.057	0.606
ATF6B	CAMK2A	9606.ENSP00000364349	9606.ENSP00000381412	0	0	0	0	0.085	0	0.600	0	0.618
ATF6B	CAMK2B	9606.ENSP00000364349	9606.ENSP00000379098	0	0	0	0	0.085	0	0.600	0	0.618
ATF6B	CREB3L1	9606.ENSP00000364349	9606.ENSP00000481956	0	0	0	0.555	0	0	0.800	0.508	0.843
ATF6B	CREB1	9606.ENSP00000364349	9606.ENSP00000387699	0	0	0	0	0	0	0.800	0.372	0.869
CACNA1A	GNB3	9606.ENSP00000353362	9606.ENSP00000229264	0	0	0	0	0	0.058	0.600	0.108	0.634
CACNA1A	GNB4	9606.ENSP00000353362	9606.ENSP00000232564	0	0	0	0	0.062	0.063	0.600	0.055	0.623
CACNA1A	GNG13	9606.ENSP00000353362	9606.ENSP00000248150	0	0	0	0	0.105	0	0.600	0.054	0.631
CACNA1A	GNG11	9606.ENSP00000353362	9606.ENSP00000248564	0	0	0	0	0	0	0.600	0.066	0.610
CACNA1A	GNGT1	9606.ENSP00000353362	9606.ENSP00000248572	0	0	0	0	0	0	0.900	0.060	0.901
CACNA1A	GNB5	9606.ENSP00000353362	9606.ENSP00000261837	0	0	0	0	0.099	0.057	0.600	0.125	0.662
CACNA1A	GNAO1	9606.ENSP00000353362	9606.ENSP00000262494	0	0	0	0	0.154	0.067	0	0.356	0.448
CACNA1A	PRKCG	9606.ENSP00000353362	9606.ENSP00000263431	0	0	0	0	0.159	0	0.800	0.607	0.928
CACNA1A	CACNA1C	9606.ENSP00000353362	9606.ENSP00000266376	0	0	0	0.859	0.080	0.395	0.800	0.887	0.894
CACNA1A	CALM2	9606.ENSP00000353362	9606.ENSP00000272298	0	0	0	0	0.062	0.871	0	0.188	0.893
CACNA1A	GRIA4	9606.ENSP00000353362	9606.ENSP00000282499	0	0	0	0	0.231	0.057	0	0.336	0.477
CACNA1A	GNAQ	9606.ENSP00000353362	9606.ENSP00000286548	0	0	0	0	0.054	0.167	0.900	0.358	0.942
CACNA1A	CACNA1D	9606.ENSP00000353362	9606.ENSP00000288139	0	0	0	0.857	0.125	0.400	0.600	0.774	0.796
CACNA1A	GNG3	9606.ENSP00000353362	9606.ENSP00000294117	0	0	0	0	0.162	0	0.600	0.156	0.692
CACNA1A	KCNJ3	9606.ENSP00000353362	9606.ENSP00000295101	0	0	0	0	0.352	0.102	0	0.250	0.526
CACNA1A	GRIA2	9606.ENSP00000353362	9606.ENSP00000296526	0	0	0	0	0.309	0.057	0	0.275	0.487
CACNA1A	GNG8	9606.ENSP00000353362	9606.ENSP00000300873	0	0	0	0	0	0	0.600	0.048	0.602
CACNA1A	SCN1A	9606.ENSP00000353362	9606.ENSP00000303540	0	0	0	0.612	0.215	0.400	0	0.769	0.653
CACNA1A	GNB2	9606.ENSP00000353362	9606.ENSP00000305260	0	0	0	0	0.062	0.286	0.600	0.111	0.730
CACNA1A	PRKCB	9606.ENSP00000353362	9606.ENSP00000305355	0	0	0	0	0.090	0	0.800	0.075	0.817
CACNA1A	ITPR1	9606.ENSP00000353362	9606.ENSP00000306253	0	0	0	0	0.064	0.102	0	0.627	0.659
CACNA1A	GNAI2	9606.ENSP00000353362	9606.ENSP00000312999	0	0	0	0	0.062	0.067	0.600	0.077	0.633
CACNA1A	GNG2	9606.ENSP00000353362	9606.ENSP00000334448	0	0	0	0	0.062	0	0.600	0.094	0.630
CACNA1A	PLCB1	9606.ENSP00000353362	9606.ENSP00000338185	0	0	0	0	0.089	0.082	0	0.369	0.426
CACNA1A	GNAI1	9606.ENSP00000353362	9606.ENSP00000343027	0	0	0	0	0.062	0.067	0.600	0.189	0.678
CACNA1A	ITPR3	9606.ENSP00000353362	9606.ENSP00000363435	0	0	0	0	0.064	0.102	0	0.349	0.405
CACNA1A	GRIA3	9606.ENSP00000353362	9606.ENSP00000481554	0	0	0	0	0.188	0.057	0	0.289	0.408
CACNA1A	CAMK2B	9606.ENSP00000353362	9606.ENSP00000379098	0	0	0	0	0.313	0.105	0	0.225	0.482
CACNA1A	GRIA1	9606.ENSP00000353362	9606.ENSP00000428994	0	0	0	0	0.217	0.057	0	0.386	0.508
CACNA1A	GRIN2B	9606.ENSP00000353362	9606.ENSP00000477455	0	0	0	0	0.231	0.057	0	0.381	0.512
CACNA1A	GRIN2A	9606.ENSP00000353362	9606.ENSP00000379818	0	0	0	0	0.201	0.057	0	0.416	0.522
CACNA1A	KCNJ9	9606.ENSP00000353362	9606.ENSP00000357067	0	0	0	0	0.355	0.139	0	0.286	0.569
CACNA1A	CAMK2A	9606.ENSP00000353362	9606.ENSP00000381412	0	0	0	0	0.297	0.176	0	0.324	0.574
CACNA1A	GNGT2	9606.ENSP00000353362	9606.ENSP00000426022	0	0	0	0	0	0	0.600	0.055	0.605
CACNA1A	GNG5	9606.ENSP00000353362	9606.ENSP00000359675	0	0	0	0	0	0	0.600	0.104	0.626
CACNA1A	GNG7	9606.ENSP00000353362	9606.ENSP00000371594	0	0	0	0	0.109	0	0.600	0	0.628
CACNA1A	GNG4	9606.ENSP00000353362	9606.ENSP00000375727	0	0	0	0	0.100	0	0.600	0.064	0.633
CACNA1A	GNAI3	9606.ENSP00000353362	9606.ENSP00000358867	0	0	0	0	0.062	0.067	0.600	0.081	0.635
CACNA1A	GNG12	9606.ENSP00000353362	9606.ENSP00000360021	0	0	0	0	0.049	0	0.600	0.157	0.651
CACNA1A	KCNJ6	9606.ENSP00000353362	9606.ENSP00000477437	0	0	0	0	0.347	0.139	0	0.442	0.659
CACNA1A	GNG10	9606.ENSP00000353362	9606.ENSP00000363411	0	0	0	0	0	0	0.600	0.286	0.702
CACNA1A	PPP2R2B	9606.ENSP00000353362	9606.ENSP00000377936	0	0	0	0	0.202	0	0	0.759	0.799
CACNA1A	PRKCA	9606.ENSP00000353362	9606.ENSP00000408695	0	0	0	0	0.063	0	0.800	0.113	0.819
CACNA1A	CACNA1B	9606.ENSP00000353362	9606.ENSP00000360423	0	0	0	0.962	0.181	0.400	0.800	0.887	0.896
CACNA1A	GNB1	9606.ENSP00000353362	9606.ENSP00000481878	0	0	0	0	0.062	0.295	0.900	0.205	0.940
CACNA1B	GNB3	9606.ENSP00000360423	9606.ENSP00000229264	0	0	0	0	0.063	0.058	0.600	0.157	0.662
CACNA1B	GNB4	9606.ENSP00000360423	9606.ENSP00000232564	0	0	0	0	0.062	0.063	0.600	0.076	0.631
CACNA1B	GNG13	9606.ENSP00000360423	9606.ENSP00000248150	0	0	0	0	0.167	0	0.600	0	0.652
CACNA1B	GNG11	9606.ENSP00000360423	9606.ENSP00000248564	0	0	0	0	0	0	0.600	0.168	0.653
CACNA1B	GNGT1	9606.ENSP00000360423	9606.ENSP00000248572	0	0	0	0	0	0	0.600	0.060	0.607
CACNA1B	GNB5	9606.ENSP00000360423	9606.ENSP00000261837	0	0	0	0	0.085	0.057	0.600	0.489	0.800
CACNA1B	GNAO1	9606.ENSP00000360423	9606.ENSP00000262494	0	0	0	0	0.215	0.289	0	0.244	0.541
CACNA1B	PRKCG	9606.ENSP00000360423	9606.ENSP00000263431	0	0	0	0	0.293	0	0	0.260	0.454
CACNA1B	CACNA1C	9606.ENSP00000360423	9606.ENSP00000266376	0	0	0	0.862	0.090	0.315	0.720	0.847	0.832
CACNA1B	CALM2	9606.ENSP00000360423	9606.ENSP00000272298	0	0	0	0	0.062	0.871	0	0.259	0.902
CACNA1B	GRIA4	9606.ENSP00000360423	9606.ENSP00000282499	0	0	0	0	0.172	0.057	0	0.358	0.455
CACNA1B	GNAQ	9606.ENSP00000360423	9606.ENSP00000286548	0	0	0	0	0.062	0.176	0	0.343	0.448
CACNA1B	CACNA1D	9606.ENSP00000360423	9606.ENSP00000288139	0	0	0	0.859	0.062	0.343	0.720	0.816	0.833
CACNA1B	GNG3	9606.ENSP00000360423	9606.ENSP00000294117	0	0	0	0	0.231	0	0.600	0.191	0.729
CACNA1B	KCNJ3	9606.ENSP00000360423	9606.ENSP00000295101	0	0	0	0	0.103	0.102	0	0.341	0.423
CACNA1B	GRIA2	9606.ENSP00000360423	9606.ENSP00000296526	0	0	0	0	0.303	0.057	0	0.314	0.510
CACNA1B	GNG8	9606.ENSP00000360423	9606.ENSP00000300873	0	0	0	0	0	0	0.600	0.048	0.602
CACNA1B	SCN1A	9606.ENSP00000360423	9606.ENSP00000303540	0	0	0	0.615	0.142	0.342	0	0.532	0.527
CACNA1B	GNB2	9606.ENSP00000360423	9606.ENSP00000305260	0	0	0	0	0.062	0.286	0.600	0.080	0.720
CACNA1B	PRKCB	9606.ENSP00000360423	9606.ENSP00000305355	0	0	0	0	0.086	0	0	0.459	0.485
CACNA1B	ITPR1	9606.ENSP00000360423	9606.ENSP00000306253	0	0	0	0	0.084	0.102	0	0.381	0.446
CACNA1B	GNAI2	9606.ENSP00000360423	9606.ENSP00000312999	0	0	0	0	0.062	0.067	0.600	0.067	0.629
CACNA1B	GNG2	9606.ENSP00000360423	9606.ENSP00000334448	0	0	0	0	0.062	0	0.600	0.095	0.630
CACNA1B	GNAI1	9606.ENSP00000360423	9606.ENSP00000343027	0	0	0	0	0.089	0.067	0.600	0.091	0.649
CACNA1B	KCNJ9	9606.ENSP00000360423	9606.ENSP00000357067	0	0	0	0	0.349	0.139	0	0.302	0.575
CACNA1B	GNAI3	9606.ENSP00000360423	9606.ENSP00000358867	0	0	0	0	0.062	0.067	0.600	0.092	0.639
CACNA1B	GNG5	9606.ENSP00000360423	9606.ENSP00000359675	0	0	0	0	0	0	0.600	0.241	0.683
CACNA1B	GNG12	9606.ENSP00000360423	9606.ENSP00000360021	0	0	0	0	0.049	0	0.600	0.141	0.644
